Player,Pos,Min,Gls,Ast,Sh,SoT,CrdY,CrdR,TklW,Int,Fls,Fld,Team,Match_ID,Date,Season
Maximilian Beier,FW,87,0,0,4,2,0,0,0,0,0,0,Hoffenheim,c0894ab7,November-4-2023,2023-2024
Mergim Berisha,FW,3,0,0,0,0,0,0,0,0,0,0,Hoffenheim,c0894ab7,November-4-2023,2023-2024
Wout Weghorst,FW,90,1,0,2,1,1,0,0,0,0,2,Hoffenheim,c0894ab7,November-4-2023,2023-2024
Grischa Prömel,LM,90,0,0,0,0,1,0,0,0,1,1,Hoffenheim,c0894ab7,November-4-2023,2023-2024
Marius Bülter,CM,90,0,0,1,1,0,0,0,0,1,0,Hoffenheim,c0894ab7,November-4-2023,2023-2024
Anton Stach,CM,90,1,0,1,1,0,0,2,2,1,0,Hoffenheim,c0894ab7,November-4-2023,2023-2024
Finn Ole Becker,CM,77,0,0,1,1,0,0,1,0,1,0,Hoffenheim,c0894ab7,November-4-2023,2023-2024
Andrej Kramarić,"FW,MF",13,0,0,1,0,0,0,0,0,0,0,Hoffenheim,c0894ab7,November-4-2023,2023-2024
Robert Skov,RM,78,0,0,2,1,0,0,2,1,1,3,Hoffenheim,c0894ab7,November-4-2023,2023-2024
Ihlas Bebou,"FW,MF",12,0,0,0,0,0,0,0,0,0,0,Hoffenheim,c0894ab7,November-4-2023,2023-2024
Kevin Akpoguma,CB,87,0,0,0,0,0,0,1,1,0,0,Hoffenheim,c0894ab7,November-4-2023,2023-2024
Bambasé Conté,MF,3,0,0,0,0,0,0,1,0,0,1,Hoffenheim,c0894ab7,November-4-2023,2023-2024
Kevin Vogt,CB,90,0,0,0,0,0,0,0,3,0,1,Hoffenheim,c0894ab7,November-4-2023,2023-2024
Ozan Kabak,CB,90,0,0,0,0,1,0,0,3,1,0,Hoffenheim,c0894ab7,November-4-2023,2023-2024
Oliver Baumann,GK,90,0,0,0,0,0,0,0,0,0,1,Hoffenheim,c0894ab7,November-4-2023,2023-2024
15 Players,,990,2,0,12,7,3,0,7,10,6,9,Hoffenheim,c0894ab7,November-4-2023,2023-2024
Victor Boniface,FW,87,0,2,1,1,0,0,0,0,1,1,Leverkusen,c0894ab7,November-4-2023,2023-2024
Amine Adli,"FW,MF",3,0,0,0,0,0,0,0,0,1,0,Leverkusen,c0894ab7,November-4-2023,2023-2024
Florian Wirtz,AM,89,1,0,1,1,0,0,0,0,1,0,Leverkusen,c0894ab7,November-4-2023,2023-2024
Adam Hložek,"FW,MF",1,0,0,0,0,0,0,1,0,1,0,Leverkusen,c0894ab7,November-4-2023,2023-2024
Jonas Hofmann,AM,79,0,1,2,0,0,0,0,0,1,0,Leverkusen,c0894ab7,November-4-2023,2023-2024
Robert Andrich,"DF,MF",11,0,0,0,0,0,0,0,0,0,0,Leverkusen,c0894ab7,November-4-2023,2023-2024
Álex Grimaldo,DM,90,2,0,3,3,0,0,0,0,0,1,Leverkusen,c0894ab7,November-4-2023,2023-2024
Granit Xhaka,DM,90,0,0,0,0,0,0,2,1,1,1,Leverkusen,c0894ab7,November-4-2023,2023-2024
Exequiel Palacios,DM,90,0,0,0,0,0,0,0,1,0,2,Leverkusen,c0894ab7,November-4-2023,2023-2024
Jeremie Frimpong,DM,90,0,0,2,0,0,0,0,0,1,1,Leverkusen,c0894ab7,November-4-2023,2023-2024
Edmond Tapsoba,CB,90,0,0,0,0,0,0,2,1,0,0,Leverkusen,c0894ab7,November-4-2023,2023-2024
Jonathan Tah,CB,90,0,0,0,0,1,0,0,1,3,0,Leverkusen,c0894ab7,November-4-2023,2023-2024
Odilon Kossounou,CB,45,0,0,0,0,0,0,0,2,0,0,Leverkusen,c0894ab7,November-4-2023,2023-2024
Josip Stanišić,DF,45,0,0,0,0,0,0,1,1,0,0,Leverkusen,c0894ab7,November-4-2023,2023-2024
Lukáš Hrádecký,GK,90,0,0,0,0,1,0,0,0,0,0,Leverkusen,c0894ab7,November-4-2023,2023-2024
15 Players,,990,3,3,9,5,2,0,6,7,10,6,Leverkusen,c0894ab7,November-4-2023,2023-2024
Philipp Hofmann,FW,90,0,0,2,0,0,0,0,0,0,3,Bochum,b07cca46,September-30-2023,2023-2024
Takuma Asano,FW,67,0,0,0,0,0,0,0,0,0,0,Bochum,b07cca46,September-30-2023,2023-2024
Gonçalo Paciência,FW,23,0,0,2,0,0,0,0,0,1,1,Bochum,b07cca46,September-30-2023,2023-2024
Maximilian Wittek,LM,45,0,0,3,0,0,0,0,0,0,1,Bochum,b07cca46,September-30-2023,2023-2024
Philipp Förster,"FW,MF",45,0,0,1,0,0,0,2,3,0,0,Bochum,b07cca46,September-30-2023,2023-2024
Kevin Stöger,CM,45,0,0,1,0,0,0,0,0,2,1,Bochum,b07cca46,September-30-2023,2023-2024
Lukas Daschner,"FW,MF",45,0,1,2,1,0,0,0,0,0,1,Bochum,b07cca46,September-30-2023,2023-2024
Anthony Losilla,CM,90,1,0,1,1,0,0,0,1,3,0,Bochum,b07cca46,September-30-2023,2023-2024
Matúš Bero,CM,6,0,0,0,0,0,0,0,0,0,0,Bochum,b07cca46,September-30-2023,2023-2024
Christopher Antwi-Adjei,"FW,MF",84,0,0,6,3,0,0,0,0,0,0,Bochum,b07cca46,September-30-2023,2023-2024
Felix Passlack,RM,45,0,0,0,0,0,0,1,1,1,0,Bochum,b07cca46,September-30-2023,2023-2024
Cristian Gamboa,"DF,MF",45,0,0,0,0,1,0,0,0,1,1,Bochum,b07cca46,September-30-2023,2023-2024
Bernardo,CB,90,0,0,1,0,1,0,1,0,3,1,Bochum,b07cca46,September-30-2023,2023-2024
Ivan Ordets,CB,90,0,0,2,0,0,0,0,3,0,1,Bochum,b07cca46,September-30-2023,2023-2024
Erhan Mašović,CB,90,0,0,2,0,0,0,1,0,1,1,Bochum,b07cca46,September-30-2023,2023-2024
Manuel Riemann,GK,90,0,0,0,0,0,0,0,0,0,0,Bochum,b07cca46,September-30-2023,2023-2024
16 Players,,990,1,1,23,5,2,0,5,8,12,11,Bochum,b07cca46,September-30-2023,2023-2024
Jordan Pefok,FW,63,0,1,2,2,0,0,0,0,2,3,Mönchengladbach,b07cca46,September-30-2023,2023-2024
Tomáš Čvančara,FW,27,0,0,2,1,1,0,0,0,0,0,Mönchengladbach,b07cca46,September-30-2023,2023-2024
Alassane Pléa,FW,71,2,1,5,2,0,0,0,0,0,2,Mönchengladbach,b07cca46,September-30-2023,2023-2024
Joe Scally,"DF,MF",19,0,0,1,0,0,0,0,0,0,1,Mönchengladbach,b07cca46,September-30-2023,2023-2024
Luca Netz,LM,90,0,0,5,1,0,0,0,0,1,2,Mönchengladbach,b07cca46,September-30-2023,2023-2024
Florian Neuhaus,CM,72,1,0,4,2,0,0,0,1,0,1,Mönchengladbach,b07cca46,September-30-2023,2023-2024
Christoph Kramer,MF,18,0,0,0,0,1,0,0,1,2,0,Mönchengladbach,b07cca46,September-30-2023,2023-2024
Julian Weigl,CM,90,0,0,0,0,0,0,2,2,3,0,Mönchengladbach,b07cca46,September-30-2023,2023-2024
Rocco Reitz,CM,89,0,0,2,0,0,0,0,0,0,1,Mönchengladbach,b07cca46,September-30-2023,2023-2024
Tony Jantschke,"DF,MF",1,0,0,0,0,0,0,0,0,0,0,Mönchengladbach,b07cca46,September-30-2023,2023-2024
Franck Honorat,RM,90,0,0,3,1,0,0,1,0,2,1,Mönchengladbach,b07cca46,September-30-2023,2023-2024
Maximilian Wöber,CB,90,0,1,2,0,0,0,0,1,0,0,Mönchengladbach,b07cca46,September-30-2023,2023-2024
Ko Itakura,CB,90,0,0,1,0,1,0,2,3,1,0,Mönchengladbach,b07cca46,September-30-2023,2023-2024
Nico Elvedi,CB,63,0,0,0,0,0,0,0,2,0,0,Mönchengladbach,b07cca46,September-30-2023,2023-2024
Marvin Friedrich,DF,27,0,0,0,0,0,0,0,0,1,0,Mönchengladbach,b07cca46,September-30-2023,2023-2024
Moritz Nicolas,GK,90,0,0,0,0,0,0,0,0,0,1,Mönchengladbach,b07cca46,September-30-2023,2023-2024
16 Players,,990,3,3,27,9,3,0,5,10,12,12,Mönchengladbach,b07cca46,September-30-2023,2023-2024
Serhou Guirassy,FW,89,3,0,6,5,0,0,0,0,2,5,Stuttgart,7eb884e7,October-7-2023,2023-2024
Leonidas Stergiou,DF,1,0,0,0,0,0,0,0,0,0,0,Stuttgart,7eb884e7,October-7-2023,2023-2024
Chris Führich,AM,82,0,1,1,0,0,0,0,0,0,0,Stuttgart,7eb884e7,October-7-2023,2023-2024
Maximilian Mittelstädt,"DF,MF",8,0,0,0,0,0,0,0,0,0,0,Stuttgart,7eb884e7,October-7-2023,2023-2024
Enzo Millot,AM,90,0,0,0,0,0,0,0,0,2,1,Stuttgart,7eb884e7,October-7-2023,2023-2024
Jamie Leweling,AM,60,0,0,1,0,0,0,0,0,1,1,Stuttgart,7eb884e7,October-7-2023,2023-2024
Deniz Undav,"FW,MF",30,0,0,2,1,1,0,0,0,2,1,Stuttgart,7eb884e7,October-7-2023,2023-2024
Angelo Stiller,DM,90,0,0,0,0,0,0,1,0,0,1,Stuttgart,7eb884e7,October-7-2023,2023-2024
Atakan Karazor,DM,90,0,0,1,0,0,0,5,0,2,0,Stuttgart,7eb884e7,October-7-2023,2023-2024
Hiroki Ito,LB,90,0,0,1,0,0,0,0,0,0,1,Stuttgart,7eb884e7,October-7-2023,2023-2024
Waldemar Anton,CB,90,0,0,1,1,0,0,0,1,2,0,Stuttgart,7eb884e7,October-7-2023,2023-2024
Anthony Rouault,CB,82,0,0,1,1,0,0,3,2,1,0,Stuttgart,7eb884e7,October-7-2023,2023-2024
Dan-Axel Zagadou,DF,8,0,0,0,0,0,0,0,0,0,0,Stuttgart,7eb884e7,October-7-2023,2023-2024
Pascal Stenzel,RB,60,0,0,0,0,0,0,0,4,1,3,Stuttgart,7eb884e7,October-7-2023,2023-2024
Silas Katompa,"FW,MF",30,0,0,0,0,0,0,0,0,0,1,Stuttgart,7eb884e7,October-7-2023,2023-2024
Alexander Nübel,GK,90,0,0,0,0,0,0,0,0,0,0,Stuttgart,7eb884e7,October-7-2023,2023-2024
16 Players,,990,3,1,14,8,1,0,9,7,13,14,Stuttgart,7eb884e7,October-7-2023,2023-2024
Jonas Wind,FW,84,0,0,0,0,1,0,0,0,1,1,Wolfsburg,7eb884e7,October-7-2023,2023-2024
Amin Sarr,FW,6,0,0,0,0,0,0,0,0,0,0,Wolfsburg,7eb884e7,October-7-2023,2023-2024
Tiago Tomás,AM,78,0,0,5,3,0,0,1,0,2,3,Wolfsburg,7eb884e7,October-7-2023,2023-2024
Václav Černý,"FW,MF",12,0,0,0,0,0,0,0,0,0,0,Wolfsburg,7eb884e7,October-7-2023,2023-2024
Yannick Gerhardt,AM,61,1,0,2,1,0,0,0,0,0,0,Wolfsburg,7eb884e7,October-7-2023,2023-2024
Aster Vranckx,MF,29,0,0,0,0,1,0,0,0,3,0,Wolfsburg,7eb884e7,October-7-2023,2023-2024
Lovro Majer,AM,78,0,0,1,0,0,0,1,0,0,2,Wolfsburg,7eb884e7,October-7-2023,2023-2024
Kevin Paredes,MF,12,0,0,0,0,0,0,0,0,0,0,Wolfsburg,7eb884e7,October-7-2023,2023-2024
Maximilian Arnold,DM,90,0,0,1,0,0,0,0,0,0,3,Wolfsburg,7eb884e7,October-7-2023,2023-2024
Mattias Svanberg,DM,78,0,0,0,0,1,0,0,1,1,0,Wolfsburg,7eb884e7,October-7-2023,2023-2024
Jakub Kamiński,MF,12,0,0,0,0,0,0,0,0,0,0,Wolfsburg,7eb884e7,October-7-2023,2023-2024
Joakim Mæhle,LB,90,0,0,2,1,0,0,0,0,2,0,Wolfsburg,7eb884e7,October-7-2023,2023-2024
Cedric Zesiger,CB,90,0,0,1,0,0,0,0,2,3,2,Wolfsburg,7eb884e7,October-7-2023,2023-2024
Maxence Lacroix,CB,90,0,0,0,0,0,0,4,1,1,0,Wolfsburg,7eb884e7,October-7-2023,2023-2024
Ridle Baku,RB,90,0,0,0,0,0,0,1,2,1,2,Wolfsburg,7eb884e7,October-7-2023,2023-2024
Koen Casteels,GK,90,0,0,0,0,0,0,0,0,0,0,Wolfsburg,7eb884e7,October-7-2023,2023-2024
16 Players,,990,1,0,12,5,3,0,7,6,14,13,Wolfsburg,7eb884e7,October-7-2023,2023-2024
Deniz Undav,FW,90,1,1,6,2,0,0,0,0,0,0,Stuttgart,c2bf703c,March-31-2024,2023-2024
Serhou Guirassy,FW,90,1,0,4,2,0,0,0,0,0,2,Stuttgart,c2bf703c,March-31-2024,2023-2024
Chris Führich,LW,71,0,0,1,1,0,0,1,0,1,0,Stuttgart,c2bf703c,March-31-2024,2023-2024
Silas Katompa,"FW,MF",19,0,0,1,0,0,0,0,0,1,0,Stuttgart,c2bf703c,March-31-2024,2023-2024
Enzo Millot,RW,66,0,0,1,0,0,0,0,0,0,0,Stuttgart,c2bf703c,March-31-2024,2023-2024
Jamie Leweling,"FW,MF",24,0,0,0,0,0,0,0,0,0,0,Stuttgart,c2bf703c,March-31-2024,2023-2024
Angelo Stiller,CM,90,1,1,1,1,0,0,0,2,0,2,Stuttgart,c2bf703c,March-31-2024,2023-2024
Mahmoud Dahoud,CM,66,0,0,0,0,0,0,0,0,0,0,Stuttgart,c2bf703c,March-31-2024,2023-2024
Atakan Karazor,MF,24,0,0,0,0,0,0,0,0,1,0,Stuttgart,c2bf703c,March-31-2024,2023-2024
Maximilian Mittelstädt,LB,90,0,1,2,0,0,0,3,3,0,1,Stuttgart,c2bf703c,March-31-2024,2023-2024
Hiroki Ito,CB,87,0,0,0,0,0,0,2,0,0,0,Stuttgart,c2bf703c,March-31-2024,2023-2024
Pascal Stenzel,"DF,MF",3,0,0,0,0,0,0,0,0,0,0,Stuttgart,c2bf703c,March-31-2024,2023-2024
Waldemar Anton,CB,90,0,0,2,0,1,0,3,0,0,2,Stuttgart,c2bf703c,March-31-2024,2023-2024
Josha Vagnoman,RB,87,0,0,1,0,0,0,0,0,2,1,Stuttgart,c2bf703c,March-31-2024,2023-2024
Jeong Woo-yeong,"FW,MF",3,0,0,1,0,0,0,1,0,0,0,Stuttgart,c2bf703c,March-31-2024,2023-2024
Alexander Nübel,GK,90,0,0,0,0,0,0,1,0,0,0,Stuttgart,c2bf703c,March-31-2024,2023-2024
16 Players,,990,3,3,20,6,1,0,11,5,5,8,Stuttgart,c2bf703c,March-31-2024,2023-2024
Tim Kleindienst,FW,90,2,0,3,3,0,0,0,0,1,0,Heidenheim,c2bf703c,March-31-2024,2023-2024
Jan-Niklas Beste,AM,89,0,1,1,0,0,0,0,1,2,2,Heidenheim,c2bf703c,March-31-2024,2023-2024
Lennard Maloney,"DF,MF",1,0,0,0,0,0,0,0,0,0,0,Heidenheim,c2bf703c,March-31-2024,2023-2024
Marvin Pieringer,AM,69,0,0,0,0,0,0,2,0,2,1,Heidenheim,c2bf703c,March-31-2024,2023-2024
Nikola Dovedan,"FW,MF",20,0,0,0,0,0,1,0,0,1,2,Heidenheim,c2bf703c,March-31-2024,2023-2024
Eren Dinkçi,AM,90,0,1,0,0,0,0,2,1,0,0,Heidenheim,c2bf703c,March-31-2024,2023-2024
Norman Theuerkauf,DM,69,0,0,0,0,0,0,2,1,0,0,Heidenheim,c2bf703c,March-31-2024,2023-2024
Kevin Sessa,MF,21,0,0,0,0,0,0,1,0,0,0,Heidenheim,c2bf703c,March-31-2024,2023-2024
Jan Schöppner,DM,90,0,0,0,0,0,0,1,3,0,0,Heidenheim,c2bf703c,March-31-2024,2023-2024
Jonas Föhrenbach,LB,90,0,0,0,0,0,0,1,1,0,0,Heidenheim,c2bf703c,March-31-2024,2023-2024
Benedikt Gimber,CB,90,0,0,2,0,0,0,0,2,2,0,Heidenheim,c2bf703c,March-31-2024,2023-2024
Patrick Mainka,CB,90,0,0,0,0,0,0,1,4,1,0,Heidenheim,c2bf703c,March-31-2024,2023-2024
Omar Traoré,RB,84,0,0,0,0,0,0,2,2,0,0,Heidenheim,c2bf703c,March-31-2024,2023-2024
Marnon Busch,"DF,MF",6,0,0,0,0,0,0,0,0,0,0,Heidenheim,c2bf703c,March-31-2024,2023-2024
Kevin Müller,GK,90,0,0,0,0,0,0,0,0,0,0,Heidenheim,c2bf703c,March-31-2024,2023-2024
15 Players,,989,2,2,6,3,0,1,12,15,9,5,Heidenheim,c2bf703c,March-31-2024,2023-2024
Loïs Openda,FW,74,2,0,6,4,0,0,0,0,1,1,RB Leipzig,c9cde5e8,October-28-2023,2023-2024
Benjamin Šeško,FW,16,1,0,2,1,0,0,0,0,0,0,RB Leipzig,c9cde5e8,October-28-2023,2023-2024
Timo Werner,FW,62,1,0,3,3,0,0,0,0,1,0,RB Leipzig,c9cde5e8,October-28-2023,2023-2024
Christoph Baumgartner,"FW,MF",28,1,0,2,1,0,0,0,0,1,1,RB Leipzig,c9cde5e8,October-28-2023,2023-2024
Xavi Simons,AM,62,0,2,4,1,0,0,0,0,0,1,RB Leipzig,c9cde5e8,October-28-2023,2023-2024
Dani Olmo,"FW,MF",7,0,0,0,0,0,0,0,0,0,1,RB Leipzig,c9cde5e8,October-28-2023,2023-2024
Fabio Carvalho,"FW,MF",21,0,0,1,1,0,0,0,0,0,1,RB Leipzig,c9cde5e8,October-28-2023,2023-2024
David Raum,DM,74,1,0,2,1,0,0,0,0,1,0,RB Leipzig,c9cde5e8,October-28-2023,2023-2024
Christopher Lenz,"DF,MF",16,0,0,0,0,0,0,0,1,0,0,RB Leipzig,c9cde5e8,October-28-2023,2023-2024
Amadou Haidara,DM,90,0,0,0,0,0,0,0,1,1,2,RB Leipzig,c9cde5e8,October-28-2023,2023-2024
Xaver Schlager,DM,90,0,0,2,0,0,0,0,0,0,0,RB Leipzig,c9cde5e8,October-28-2023,2023-2024
Benjamin Henrichs,DM,90,0,1,3,1,0,0,0,0,0,1,RB Leipzig,c9cde5e8,October-28-2023,2023-2024
Castello Lukeba,CB,90,0,0,0,0,0,0,0,0,0,1,RB Leipzig,c9cde5e8,October-28-2023,2023-2024
Lukas Klostermann,CB,90,0,0,0,0,1,0,0,0,1,1,RB Leipzig,c9cde5e8,October-28-2023,2023-2024
Mohamed Simakan,CB,90,0,0,1,0,1,0,0,0,2,3,RB Leipzig,c9cde5e8,October-28-2023,2023-2024
Janis Blaswich,GK,90,0,0,0,0,0,0,0,0,0,0,RB Leipzig,c9cde5e8,October-28-2023,2023-2024
16 Players,,990,6,3,26,13,2,0,0,2,8,13,RB Leipzig,c9cde5e8,October-28-2023,2023-2024
Davie Selke,FW,76,0,0,1,1,0,0,0,0,1,0,Köln,c9cde5e8,October-28-2023,2023-2024
Mark Uth,"FW,MF",14,0,0,0,0,0,0,0,0,0,2,Köln,c9cde5e8,October-28-2023,2023-2024
Florian Kainz,AM,69,0,0,0,0,0,0,0,0,0,1,Köln,c9cde5e8,October-28-2023,2023-2024
Mathias Olesen,MF,10,0,0,0,0,2,1,0,0,2,0,Köln,c9cde5e8,October-28-2023,2023-2024
Luca Waldschmidt,AM,69,0,0,2,1,0,0,0,0,1,1,Köln,c9cde5e8,October-28-2023,2023-2024
Denis Huseinbasic,MF,21,0,0,0,0,0,0,0,1,0,1,Köln,c9cde5e8,October-28-2023,2023-2024
Linton Maina,AM,45,0,0,0,0,0,0,0,0,0,0,Köln,c9cde5e8,October-28-2023,2023-2024
Faride Alidou,FW,45,0,0,0,0,0,0,0,0,1,1,Köln,c9cde5e8,October-28-2023,2023-2024
Eric Martel,DM,90,0,0,0,0,0,0,0,0,2,1,Köln,c9cde5e8,October-28-2023,2023-2024
Dejan Ljubicic,DM,90,0,0,0,0,0,0,2,0,1,0,Köln,c9cde5e8,October-28-2023,2023-2024
Leart Paqarada,LB,90,0,0,2,0,0,0,2,2,0,0,Köln,c9cde5e8,October-28-2023,2023-2024
Julian Chabot,CB,45,0,0,0,0,1,0,1,1,1,0,Köln,c9cde5e8,October-28-2023,2023-2024
Luca Kilian,DF,45,0,0,0,0,1,0,0,0,3,0,Köln,c9cde5e8,October-28-2023,2023-2024
Timo Hübers,CB,90,0,0,1,0,0,0,1,1,1,1,Köln,c9cde5e8,October-28-2023,2023-2024
Rasmus Carstensen,RB,90,0,0,0,0,0,0,0,2,0,0,Köln,c9cde5e8,October-28-2023,2023-2024
Marvin Schwäbe,GK,90,0,0,0,0,0,0,0,0,0,0,Köln,c9cde5e8,October-28-2023,2023-2024
16 Players,,979,0,0,6,2,4,1,6,7,13,8,Köln,c9cde5e8,October-28-2023,2023-2024
Harry Kane,FW,90,0,0,3,1,0,0,0,0,0,0,Bayern Munich,c6332d80,January-21-2024,2023-2024
Leroy Sané,AM,90,0,0,5,2,0,0,1,0,1,1,Bayern Munich,c6332d80,January-21-2024,2023-2024
Jamal Musiala,AM,90,0,0,2,1,0,0,1,0,2,3,Bayern Munich,c6332d80,January-21-2024,2023-2024
Kingsley Coman,AM,83,0,0,3,0,0,0,0,0,1,0,Bayern Munich,c6332d80,January-21-2024,2023-2024
Eric Maxim Choupo-Moting,"FW,MF",7,0,0,1,0,0,0,0,0,0,0,Bayern Munich,c6332d80,January-21-2024,2023-2024
Raphaël Guerreiro,DM,64,0,0,0,0,0,0,1,0,0,0,Bayern Munich,c6332d80,January-21-2024,2023-2024
Leon Goretzka,MF,26,0,0,3,0,0,0,0,0,1,0,Bayern Munich,c6332d80,January-21-2024,2023-2024
Joshua Kimmich,DM,63,0,0,0,0,1,0,0,0,1,2,Bayern Munich,c6332d80,January-21-2024,2023-2024
Thomas Müller,"FW,MF",27,0,0,0,0,0,0,0,0,1,0,Bayern Munich,c6332d80,January-21-2024,2023-2024
Alphonso Davies,LB,64,0,0,0,0,0,0,2,1,1,0,Bayern Munich,c6332d80,January-21-2024,2023-2024
Mathys Tel,"FW,MF",26,0,0,3,1,0,0,0,0,1,0,Bayern Munich,c6332d80,January-21-2024,2023-2024
Matthijs de Ligt,CB,90,0,0,0,0,1,0,2,3,3,0,Bayern Munich,c6332d80,January-21-2024,2023-2024
Dayot Upamecano,CB,90,0,0,1,1,0,0,1,0,0,1,Bayern Munich,c6332d80,January-21-2024,2023-2024
Konrad Laimer,RB,90,0,0,1,1,0,0,3,2,0,0,Bayern Munich,c6332d80,January-21-2024,2023-2024
Manuel Neuer,GK,90,0,0,0,0,0,0,0,0,0,0,Bayern Munich,c6332d80,January-21-2024,2023-2024
15 Players,,990,0,0,22,7,2,0,11,6,12,7,Bayern Munich,c6332d80,January-21-2024,2023-2024
Nick Woltemade,FW,64,0,0,1,0,0,0,2,0,0,0,Werder Bremen,c6332d80,January-21-2024,2023-2024
Rafael Borré,FW,26,0,0,0,0,0,0,1,0,0,1,Werder Bremen,c6332d80,January-21-2024,2023-2024
Justin Njinmah,FW,88,0,0,1,0,0,0,0,0,1,2,Werder Bremen,c6332d80,January-21-2024,2023-2024
Christian Groß,"DF,MF",2,0,0,0,0,0,0,0,0,0,0,Werder Bremen,c6332d80,January-21-2024,2023-2024
Felix Agu,LM,88,0,0,0,0,0,0,1,0,0,1,Werder Bremen,c6332d80,January-21-2024,2023-2024
Olivier Deman,"DF,FW",2,0,0,0,0,0,0,0,0,0,1,Werder Bremen,c6332d80,January-21-2024,2023-2024
Jens Stage,CM,90,0,0,1,1,0,0,2,1,3,3,Werder Bremen,c6332d80,January-21-2024,2023-2024
Senne Lynen,CM,90,0,0,1,0,0,0,0,1,2,1,Werder Bremen,c6332d80,January-21-2024,2023-2024
Romano Schmid,CM,83,0,0,1,0,1,0,0,2,1,2,Werder Bremen,c6332d80,January-21-2024,2023-2024
Dawid Kownacki,"FW,MF",7,0,0,0,0,0,0,0,0,0,0,Werder Bremen,c6332d80,January-21-2024,2023-2024
Mitchell Weiser,RM,90,1,0,3,2,0,0,2,1,0,1,Werder Bremen,c6332d80,January-21-2024,2023-2024
Anthony Jung,CB,90,0,0,0,0,0,0,1,1,0,0,Werder Bremen,c6332d80,January-21-2024,2023-2024
Marco Friedl,CB,90,0,0,0,0,0,0,1,1,0,0,Werder Bremen,c6332d80,January-21-2024,2023-2024
Niklas Stark,CB,90,0,0,0,0,0,0,1,2,0,0,Werder Bremen,c6332d80,January-21-2024,2023-2024
Michael Zetterer,GK,90,0,0,0,0,0,0,0,0,0,0,Werder Bremen,c6332d80,January-21-2024,2023-2024
15 Players,,990,1,0,8,3,1,0,11,9,7,12,Werder Bremen,c6332d80,January-21-2024,2023-2024
Jordan Pefok,FW,90,1,0,4,2,0,0,1,0,3,1,Mönchengladbach,fa79d782,January-21-2024,2023-2024
Alassane Pléa,FW,90,0,0,6,0,0,0,0,1,0,0,Mönchengladbach,fa79d782,January-21-2024,2023-2024
Robin Hack,LM,66,0,0,2,0,0,0,0,1,1,2,Mönchengladbach,fa79d782,January-21-2024,2023-2024
Nathan N'Goumou,"FW,MF",24,0,0,1,0,0,0,0,0,0,0,Mönchengladbach,fa79d782,January-21-2024,2023-2024
Manu Koné,CM,70,0,0,0,0,0,0,3,1,1,1,Mönchengladbach,fa79d782,January-21-2024,2023-2024
Florian Neuhaus,MF,20,0,0,0,0,0,0,1,1,0,2,Mönchengladbach,fa79d782,January-21-2024,2023-2024
Rocco Reitz,CM,45,0,0,0,0,0,0,0,1,0,2,Mönchengladbach,fa79d782,January-21-2024,2023-2024
Christoph Kramer,MF,45,0,0,0,0,0,0,0,0,0,0,Mönchengladbach,fa79d782,January-21-2024,2023-2024
Franck Honorat,RM,86,0,0,1,1,0,0,0,1,0,0,Mönchengladbach,fa79d782,January-21-2024,2023-2024
Grant Ranos,FW,4,0,0,0,0,0,0,0,0,0,0,Mönchengladbach,fa79d782,January-21-2024,2023-2024
Luca Netz,LB,70,0,0,1,1,1,0,3,1,3,1,Mönchengladbach,fa79d782,January-21-2024,2023-2024
Stefan Lainer,"DF,MF",20,0,0,0,0,0,0,0,0,0,0,Mönchengladbach,fa79d782,January-21-2024,2023-2024
Nico Elvedi,CB,90,0,0,2,0,0,0,0,0,0,3,Mönchengladbach,fa79d782,January-21-2024,2023-2024
Marvin Friedrich,CB,90,0,0,1,0,0,0,0,0,1,0,Mönchengladbach,fa79d782,January-21-2024,2023-2024
Joe Scally,RB,90,0,0,0,0,0,0,2,2,1,7,Mönchengladbach,fa79d782,January-21-2024,2023-2024
Moritz Nicolas,GK,90,0,0,0,0,0,0,0,0,0,0,Mönchengladbach,fa79d782,January-21-2024,2023-2024
16 Players,,990,1,0,18,4,1,0,10,9,10,19,Mönchengladbach,fa79d782,January-21-2024,2023-2024
Ermedin Demirović,FW,90,0,1,1,0,0,0,0,1,3,1,Augsburg,fa79d782,January-21-2024,2023-2024
Phillip Tietz,FW,82,1,0,2,2,0,0,0,0,1,0,Augsburg,fa79d782,January-21-2024,2023-2024
Dion Drena Beljo,FW,8,0,0,0,0,0,0,0,0,1,0,Augsburg,fa79d782,January-21-2024,2023-2024
Ruben Vargas,AM,82,0,0,4,3,0,0,0,0,1,1,Augsburg,fa79d782,January-21-2024,2023-2024
Arne Maier,MF,8,0,0,0,0,0,0,0,0,0,0,Augsburg,fa79d782,January-21-2024,2023-2024
Arne Engels,DM,72,1,0,1,1,0,0,0,0,4,0,Augsburg,fa79d782,January-21-2024,2023-2024
Mads Pedersen,"DF,MF",18,0,0,0,0,0,0,0,0,0,0,Augsburg,fa79d782,January-21-2024,2023-2024
Elvis Rexhbeçaj,DM,90,0,0,2,0,1,0,0,0,1,4,Augsburg,fa79d782,January-21-2024,2023-2024
Fredrik Jensen,DM,59,0,0,1,0,0,0,1,1,1,0,Augsburg,fa79d782,January-21-2024,2023-2024
Kristijan Jakić,"DF,MF",31,0,0,0,0,1,0,2,0,3,0,Augsburg,fa79d782,January-21-2024,2023-2024
