Player,Pos,Min,Gls,Ast,Sh,SoT,CrdY,CrdR,TklW,Int,Fls,Fld,Team,Match_ID,Date,Season
Mohamed Amoura,FW,90,1,0,6,2,1,0,0,0,2,0,Wolfsburg,41c73b44,November-2-2024,2024-2025
Tiago Tomás,AM,79,0,0,3,1,0,0,0,0,1,4,Wolfsburg,41c73b44,November-2-2024,2024-2025
Lukas Nmecha,FW,11,0,0,1,0,0,0,0,0,1,1,Wolfsburg,41c73b44,November-2-2024,2024-2025
Jonas Wind,AM,56,0,0,1,0,0,0,0,0,0,0,Wolfsburg,41c73b44,November-2-2024,2024-2025
Lovro Majer,"FW,MF",11,0,0,0,0,0,0,0,0,0,0,Wolfsburg,41c73b44,November-2-2024,2024-2025
Yannick Gerhardt,"DF,MF",23,0,0,0,0,0,0,0,0,0,1,Wolfsburg,41c73b44,November-2-2024,2024-2025
Ridle Baku,AM,79,0,0,2,0,0,0,0,0,0,0,Wolfsburg,41c73b44,November-2-2024,2024-2025
Jakub Kamiński,MF,11,0,0,0,0,0,0,0,0,1,0,Wolfsburg,41c73b44,November-2-2024,2024-2025
Maximilian Arnold,DM,90,0,0,1,1,0,0,0,4,0,2,Wolfsburg,41c73b44,November-2-2024,2024-2025
Bence Dárdai,DM,90,0,0,0,0,0,0,4,0,1,1,Wolfsburg,41c73b44,November-2-2024,2024-2025
Joakim Mæhle,LB,90,0,1,2,2,0,0,0,0,0,1,Wolfsburg,41c73b44,November-2-2024,2024-2025
Konstantinos Koulierakis,CB,90,0,0,1,0,0,0,1,0,0,3,Wolfsburg,41c73b44,November-2-2024,2024-2025
Denis Vavro,CB,90,0,0,1,0,0,0,0,1,0,1,Wolfsburg,41c73b44,November-2-2024,2024-2025
Kilian Fischer,RB,56,0,0,0,0,0,0,0,0,1,0,Wolfsburg,41c73b44,November-2-2024,2024-2025
Kevin Behrens,FW,34,0,0,0,0,0,0,0,0,0,0,Wolfsburg,41c73b44,November-2-2024,2024-2025
Kamil Grabara,GK,90,0,0,0,0,0,0,0,0,0,0,Wolfsburg,41c73b44,November-2-2024,2024-2025
16 Players,,990,1,1,18,6,1,0,5,5,7,14,Wolfsburg,41c73b44,November-2-2024,2024-2025
Phillip Tietz,FW,65,1,0,1,1,0,0,0,0,1,0,Augsburg,41c73b44,November-2-2024,2024-2025
Samuel Essende,FW,25,0,0,1,0,1,0,0,0,1,0,Augsburg,41c73b44,November-2-2024,2024-2025
Alexis Claude-Maurice,FW,65,0,0,1,0,0,0,0,0,2,0,Augsburg,41c73b44,November-2-2024,2024-2025
Yusuf Kabadayı,FW,25,0,0,0,0,0,0,0,0,1,0,Augsburg,41c73b44,November-2-2024,2024-2025
Dimitris Giannoulis,LM,90,0,0,0,0,0,0,2,1,0,4,Augsburg,41c73b44,November-2-2024,2024-2025
Elvis Rexhbeçaj,CM,76,0,0,0,0,1,0,1,1,1,1,Augsburg,41c73b44,November-2-2024,2024-2025
Arne Maier,MF,14,0,0,0,0,0,0,0,1,0,0,Augsburg,41c73b44,November-2-2024,2024-2025
Kristijan Jakić,CM,90,0,0,0,0,0,0,0,2,1,0,Augsburg,41c73b44,November-2-2024,2024-2025
Frank Onyeka,CM,90,0,0,0,0,0,0,0,0,4,0,Augsburg,41c73b44,November-2-2024,2024-2025
Marius Wolf,RM,76,0,0,0,0,0,0,2,0,1,0,Augsburg,41c73b44,November-2-2024,2024-2025
Henri Koudossou,DF,14,0,0,0,0,0,0,0,1,1,0,Augsburg,41c73b44,November-2-2024,2024-2025
Keven Schlotterbeck,CB,90,0,1,0,0,0,0,2,0,0,0,Augsburg,41c73b44,November-2-2024,2024-2025
Jeffrey Gouweleeuw,CB,90,0,0,0,0,0,0,1,2,0,0,Augsburg,41c73b44,November-2-2024,2024-2025
Chrislain Matsima,CB,90,0,0,0,0,1,0,2,2,1,2,Augsburg,41c73b44,November-2-2024,2024-2025
Nediljko Labrović,GK,90,0,0,0,0,0,0,0,0,0,0,Augsburg,41c73b44,November-2-2024,2024-2025
15 Players,,990,1,1,3,1,3,0,10,10,14,7,Augsburg,41c73b44,November-2-2024,2024-2025
Tim Kleindienst,FW,90,0,0,1,0,0,0,0,1,1,0,Mönchengladbach,7909fa1f,April-12-2025,2024-2025
Robin Hack,AM,90,0,0,3,0,0,0,1,0,0,0,Mönchengladbach,7909fa1f,April-12-2025,2024-2025
Alassane Pléa,AM,62,0,0,0,0,0,0,0,0,0,2,Mönchengladbach,7909fa1f,April-12-2025,2024-2025
Kevin Stöger,MF,28,0,0,0,0,0,0,0,0,1,0,Mönchengladbach,7909fa1f,April-12-2025,2024-2025
Franck Honorat,AM,75,0,0,2,0,0,0,1,0,0,0,Mönchengladbach,7909fa1f,April-12-2025,2024-2025
Marvin Friedrich,DF,15,0,0,0,0,0,0,0,0,0,0,Mönchengladbach,7909fa1f,April-12-2025,2024-2025
Florian Neuhaus,DM,75,0,0,0,0,0,0,2,2,0,2,Mönchengladbach,7909fa1f,April-12-2025,2024-2025
Tomáš Čvančara,FW,15,0,0,2,1,0,0,0,0,0,0,Mönchengladbach,7909fa1f,April-12-2025,2024-2025
Julian Weigl,DM,90,0,0,0,0,0,0,2,1,1,2,Mönchengladbach,7909fa1f,April-12-2025,2024-2025
Luca Netz,LB,62,0,0,0,0,0,0,2,0,0,0,Mönchengladbach,7909fa1f,April-12-2025,2024-2025
Lukas Ullrich,DF,28,0,0,0,0,0,0,0,0,0,0,Mönchengladbach,7909fa1f,April-12-2025,2024-2025
Nico Elvedi,CB,65,0,0,0,0,0,0,1,1,0,2,Mönchengladbach,7909fa1f,April-12-2025,2024-2025
Fabio Chiarodia,DF,25,0,0,0,0,0,0,1,0,1,0,Mönchengladbach,7909fa1f,April-12-2025,2024-2025
Ko Itakura,CB,90,0,0,2,0,0,0,0,0,0,0,Mönchengladbach,7909fa1f,April-12-2025,2024-2025
Joe Scally,RB,90,0,0,0,0,0,0,0,0,0,2,Mönchengladbach,7909fa1f,April-12-2025,2024-2025
Tiago Cardoso,GK,90,0,0,0,0,0,0,0,0,0,0,Mönchengladbach,7909fa1f,April-12-2025,2024-2025
16 Players,,990,0,0,10,1,0,0,10,5,4,10,Mönchengladbach,7909fa1f,April-12-2025,2024-2025
Junior Adamu,FW,82,0,0,3,1,1,0,0,1,4,1,Freiburg,7909fa1f,April-12-2025,2024-2025
Michael Gregoritsch,"FW,MF",8,0,0,0,0,0,0,0,0,0,0,Freiburg,7909fa1f,April-12-2025,2024-2025
Vincenzo Grifo,AM,60,0,0,0,0,0,0,0,2,2,0,Freiburg,7909fa1f,April-12-2025,2024-2025
Jan-Niklas Beste,"DF,MF",30,0,0,3,1,0,0,1,0,0,0,Freiburg,7909fa1f,April-12-2025,2024-2025
Lucas Höler,AM,75,0,0,2,1,0,0,1,0,1,0,Freiburg,7909fa1f,April-12-2025,2024-2025
Johan Manzambi,MF,15,1,0,2,1,0,0,0,0,0,1,Freiburg,7909fa1f,April-12-2025,2024-2025
Ritsu Doan,AM,90,0,1,3,0,0,0,0,0,0,0,Freiburg,7909fa1f,April-12-2025,2024-2025
Patrick Osterhage,DM,90,1,0,1,1,0,0,1,0,0,0,Freiburg,7909fa1f,April-12-2025,2024-2025
Maximilian Eggestein,DM,90,0,0,3,2,0,0,1,2,0,1,Freiburg,7909fa1f,April-12-2025,2024-2025
Christian Günter,LB,75,0,0,0,0,0,0,1,0,0,0,Freiburg,7909fa1f,April-12-2025,2024-2025
Jordy Makengo,DF,15,0,0,0,0,0,0,0,0,0,0,Freiburg,7909fa1f,April-12-2025,2024-2025
Philipp Lienhart,CB,90,0,0,0,0,0,0,0,3,3,1,Freiburg,7909fa1f,April-12-2025,2024-2025
Max Rosenfelder,CB,90,0,0,0,0,0,0,1,0,0,0,Freiburg,7909fa1f,April-12-2025,2024-2025
Lukas Kübler,RB,60,0,1,2,0,0,0,1,1,1,0,Freiburg,7909fa1f,April-12-2025,2024-2025
Kiliann Sildillia,DF,30,0,0,0,0,0,0,0,1,0,0,Freiburg,7909fa1f,April-12-2025,2024-2025
Florian Müller,GK,90,0,0,0,0,0,0,0,0,0,0,Freiburg,7909fa1f,April-12-2025,2024-2025
16 Players,,990,2,2,19,7,1,0,7,10,11,4,Freiburg,7909fa1f,April-12-2025,2024-2025
Shuto Machino,FW,77,2,0,3,3,0,0,0,1,0,1,Holstein Kiel,791f7734,September-29-2024,2024-2025
Jann-Fiete Arp,"FW,MF",13,0,0,0,0,0,0,1,0,0,1,Holstein Kiel,791f7734,September-29-2024,2024-2025
Benedikt Pichler,FW,90,0,0,2,2,0,0,1,0,1,2,Holstein Kiel,791f7734,September-29-2024,2024-2025
Finn Porath,LM,66,0,0,0,0,1,0,0,1,2,0,Holstein Kiel,791f7734,September-29-2024,2024-2025
Steven Skrzybski,"FW,MF",24,0,0,0,0,0,0,0,0,2,1,Holstein Kiel,791f7734,September-29-2024,2024-2025
Armin Gigovic,CM,59,0,0,1,0,0,0,0,0,1,0,Holstein Kiel,791f7734,September-29-2024,2024-2025
Nicolai Remberg,MF,31,0,0,1,0,0,0,0,0,1,0,Holstein Kiel,791f7734,September-29-2024,2024-2025
Magnus Knudsen,CM,90,0,0,0,0,0,0,1,0,2,0,Holstein Kiel,791f7734,September-29-2024,2024-2025
Lewis Holtby,CM,90,0,0,0,0,0,0,2,0,0,3,Holstein Kiel,791f7734,September-29-2024,2024-2025
Lasse Rosenboom,RM,90,0,0,1,0,0,0,1,0,2,2,Holstein Kiel,791f7734,September-29-2024,2024-2025
Max Geschwill,CB,90,0,0,0,0,0,0,1,0,1,0,Holstein Kiel,791f7734,September-29-2024,2024-2025
Carl Johansson,CB,77,0,0,0,0,0,0,1,0,0,0,Holstein Kiel,791f7734,September-29-2024,2024-2025
Tymoteusz Puchacz,"DF,MF",13,0,0,0,0,0,0,0,0,0,1,Holstein Kiel,791f7734,September-29-2024,2024-2025
Timo Becker,CB,90,0,0,2,0,0,0,2,1,0,1,Holstein Kiel,791f7734,September-29-2024,2024-2025
Timon Weiner,GK,90,0,0,0,0,0,0,0,0,0,0,Holstein Kiel,791f7734,September-29-2024,2024-2025
15 Players,,990,2,0,10,5,1,0,10,3,12,12,Holstein Kiel,791f7734,September-29-2024,2024-2025
Igor Matanovic,FW,67,1,0,2,1,0,0,0,0,1,0,Eintracht Frankfurt,791f7734,September-29-2024,2024-2025
Mario Götze,"FW,MF",23,0,0,0,0,0,0,0,0,1,0,Eintracht Frankfurt,791f7734,September-29-2024,2024-2025
Junior Dina Ebimbe,AM,67,0,0,3,0,0,0,0,1,2,1,Eintracht Frankfurt,791f7734,September-29-2024,2024-2025
Can Uzun,MF,23,0,0,0,0,0,0,0,0,0,0,Eintracht Frankfurt,791f7734,September-29-2024,2024-2025
Omar Marmoush,AM,90,2,2,7,6,0,0,0,0,0,2,Eintracht Frankfurt,791f7734,September-29-2024,2024-2025
Fares Chaïbi,AM,82,0,0,1,0,0,0,0,0,0,0,Eintracht Frankfurt,791f7734,September-29-2024,2024-2025
Ansgar Knauff,MF,8,0,0,0,0,0,0,0,0,0,0,Eintracht Frankfurt,791f7734,September-29-2024,2024-2025
Hugo Larsson,DM,85,0,0,2,1,1,0,0,0,2,0,Eintracht Frankfurt,791f7734,September-29-2024,2024-2025
Ellyes Skhiri,MF,5,0,0,0,0,0,0,0,0,0,0,Eintracht Frankfurt,791f7734,September-29-2024,2024-2025
Tuta,DM,90,1,1,1,1,0,0,0,0,1,2,Eintracht Frankfurt,791f7734,September-29-2024,2024-2025
Arthur Theate,LB,90,0,0,2,1,0,0,1,3,0,1,Eintracht Frankfurt,791f7734,September-29-2024,2024-2025
Robin Koch,CB,90,0,0,1,0,1,0,0,0,2,0,Eintracht Frankfurt,791f7734,September-29-2024,2024-2025
Aurele Amenda,CB,45,0,0,1,0,1,0,0,0,2,1,Eintracht Frankfurt,791f7734,September-29-2024,2024-2025
Mahmoud Dahoud,MF,45,0,0,0,0,0,0,0,0,1,0,Eintracht Frankfurt,791f7734,September-29-2024,2024-2025
Rasmus Kristensen,RB,90,0,0,0,0,0,0,1,1,0,2,Eintracht Frankfurt,791f7734,September-29-2024,2024-2025
Kauã Santos,GK,90,0,0,0,0,0,0,0,0,0,2,Eintracht Frankfurt,791f7734,September-29-2024,2024-2025
16 Players,,990,4,3,20,10,3,0,2,5,12,11,Eintracht Frankfurt,791f7734,September-29-2024,2024-2025
Hugo Ekitike,FW,90,0,0,3,1,0,0,0,0,2,0,Eintracht Frankfurt,2861d451,February-2-2025,2024-2025
Ansgar Knauff,AM,56,0,0,1,1,0,0,0,0,0,0,Eintracht Frankfurt,2861d451,February-2-2025,2024-2025
Jean Mattéo Bahoya,MF,34,0,1,0,0,1,0,0,1,1,0,Eintracht Frankfurt,2861d451,February-2-2025,2024-2025
Mario Götze,AM,90,0,0,1,0,0,0,1,1,0,1,Eintracht Frankfurt,2861d451,February-2-2025,2024-2025
Nathaniel Brown,DM,67,0,0,0,0,0,0,2,0,0,2,Eintracht Frankfurt,2861d451,February-2-2025,2024-2025
Niels Nkounkou,"DF,MF",23,0,0,2,0,0,0,4,0,0,1,Eintracht Frankfurt,2861d451,February-2-2025,2024-2025
Oscar Højlund,DM,56,0,0,1,0,0,0,1,0,1,1,Eintracht Frankfurt,2861d451,February-2-2025,2024-2025
Hugo Larsson,MF,34,0,0,0,0,0,0,0,0,0,0,Eintracht Frankfurt,2861d451,February-2-2025,2024-2025
Ellyes Skhiri,DM,67,0,0,0,0,0,0,0,1,0,0,Eintracht Frankfurt,2861d451,February-2-2025,2024-2025
Can Uzun,MF,23,1,0,5,1,0,0,0,0,0,1,Eintracht Frankfurt,2861d451,February-2-2025,2024-2025
Nnamdi Collins,DM,90,0,0,0,0,0,0,0,1,1,0,Eintracht Frankfurt,2861d451,February-2-2025,2024-2025
Arthur Theate,CB,90,0,0,2,1,0,0,4,0,1,0,Eintracht Frankfurt,2861d451,February-2-2025,2024-2025
Robin Koch,CB,14,0,0,0,0,0,0,0,0,1,1,Eintracht Frankfurt,2861d451,February-2-2025,2024-2025
Rasmus Kristensen,"DF,MF",76,0,0,1,0,0,0,1,1,0,0,Eintracht Frankfurt,2861d451,February-2-2025,2024-2025
Tuta,CB,90,0,0,0,0,0,0,0,1,1,0,Eintracht Frankfurt,2861d451,February-2-2025,2024-2025
Kevin Trapp,GK,90,0,0,0,0,0,0,0,0,0,0,Eintracht Frankfurt,2861d451,February-2-2025,2024-2025
16 Players,,990,1,1,16,4,1,0,13,6,8,7,Eintracht Frankfurt,2861d451,February-2-2025,2024-2025
Mohamed Amoura,FW,84,0,0,3,1,0,0,1,1,1,0,Wolfsburg,2861d451,February-2-2025,2024-2025
Lukas Nmecha,FW,6,0,0,1,0,0,0,0,0,0,0,Wolfsburg,2861d451,February-2-2025,2024-2025
Jonas Wind,FW,84,0,0,0,0,0,0,0,0,1,3,Wolfsburg,2861d451,February-2-2025,2024-2025
Kevin Behrens,FW,6,0,0,0,0,0,0,0,0,0,0,Wolfsburg,2861d451,February-2-2025,2024-2025
Yannick Gerhardt,AM,90,0,0,1,0,1,0,1,1,1,0,Wolfsburg,2861d451,February-2-2025,2024-2025
Mattias Svanberg,AM,74,0,0,3,1,1,0,1,0,2,1,Wolfsburg,2861d451,February-2-2025,2024-2025
Bence Dárdai,MF,16,0,0,0,0,0,0,0,1,0,0,Wolfsburg,2861d451,February-2-2025,2024-2025
Tiago Tomás,AM,74,0,0,0,0,0,0,2,1,2,3,Wolfsburg,2861d451,February-2-2025,2024-2025
Mads Roerslev,"DF,MF",16,0,0,0,0,0,0,1,0,0,0,Wolfsburg,2861d451,February-2-2025,2024-2025
Maximilian Arnold,DM,90,0,0,0,0,0,0,1,0,0,0,Wolfsburg,2861d451,February-2-2025,2024-2025
Joakim Mæhle,LB,90,0,0,1,0,1,0,0,1,1,0,Wolfsburg,2861d451,February-2-2025,2024-2025
Konstantinos Koulierakis,CB,90,0,0,1,0,0,0,2,2,0,0,Wolfsburg,2861d451,February-2-2025,2024-2025
Denis Vavro,CB,90,0,0,1,0,0,0,1,0,0,0,Wolfsburg,2861d451,February-2-2025,2024-2025
Kilian Fischer,RB,90,0,0,0,0,0,0,1,0,0,0,Wolfsburg,2861d451,February-2-2025,2024-2025
Kamil Grabara,GK,65,0,0,0,0,0,0,0,0,0,0,Wolfsburg,2861d451,February-2-2025,2024-2025
Marius Müller,GK,25,0,0,0,0,0,0,0,0,0,0,Wolfsburg,2861d451,February-2-2025,2024-2025
16 Players,,990,0,0,11,2,3,0,11,7,8,7,Wolfsburg,2861d451,February-2-2025,2024-2025
Samuel Essende,FW,69,1,0,3,1,0,1,0,0,4,1,Augsburg,72461171,September-20-2024,2024-2025
Ruben Vargas,AM,71,0,0,5,1,0,0,0,0,1,1,Augsburg,72461171,September-20-2024,2024-2025
Phillip Tietz,FW,19,0,0,2,0,0,0,0,1,0,0,Augsburg,72461171,September-20-2024,2024-2025
Elvis Rexhbeçaj,AM,79,0,0,4,1,1,0,0,1,0,3,Augsburg,72461171,September-20-2024,2024-2025
Fredrik Jensen,"FW,MF",11,0,0,0,0,0,0,0,0,0,0,Augsburg,72461171,September-20-2024,2024-2025
Dimitris Giannoulis,DM,90,0,1,4,1,0,0,0,2,0,0,Augsburg,72461171,September-20-2024,2024-2025
Kristijan Jakić,DM,60,0,0,0,0,0,0,0,1,0,1,Augsburg,72461171,September-20-2024,2024-2025
Arne Maier,MF,30,0,0,1,0,0,0,0,0,0,1,Augsburg,72461171,September-20-2024,2024-2025
Frank Onyeka,DM,90,0,0,1,0,1,0,2,2,1,3,Augsburg,72461171,September-20-2024,2024-2025
Marius Wolf,DM,79,0,0,0,0,0,0,0,0,0,0,Augsburg,72461171,September-20-2024,2024-2025
Yusuf Kabadayı,FW,11,0,0,2,0,0,0,0,0,0,0,Augsburg,72461171,September-20-2024,2024-2025
Keven Schlotterbeck,CB,90,1,0,2,1,0,0,0,1,0,0,Augsburg,72461171,September-20-2024,2024-2025
Jeffrey Gouweleeuw,CB,90,0,1,0,0,1,0,1,0,1,0,Augsburg,72461171,September-20-2024,2024-2025
Maximilian Bauer,CB,45,0,0,0,0,0,0,1,0,0,2,Augsburg,72461171,September-20-2024,2024-2025
Steve Mounié,FW,45,0,0,5,3,0,0,0,0,0,0,Augsburg,72461171,September-20-2024,2024-2025
Nediljko Labrović,GK,90,0,0,0,0,0,0,0,0,0,0,Augsburg,72461171,September-20-2024,2024-2025
16 Players,,969,2,2,29,8,3,1,4,8,7,12,Augsburg,72461171,September-20-2024,2024-2025
Jonathan Burkardt,FW,87,2,0,3,2,0,0,0,0,1,2,Mainz 05,72461171,September-20-2024,2024-2025
Karim Onisiwo,"FW,MF",3,0,0,0,0,0,0,0,0,1,0,Mainz 05,72461171,September-20-2024,2024-2025
Armindo Sieb,AM,38,1,0,1,1,0,0,0,0,3,0,Mainz 05,72461171,September-20-2024,2024-2025
Aymen Barkok,MF,52,0,0,0,0,0,0,1,0,2,0,Mainz 05,72461171,September-20-2024,2024-2025
Hong Hyunseok,AM,62,0,1,1,0,0,0,0,0,0,0,Mainz 05,72461171,September-20-2024,2024-2025
Maxim Leitsch,DF,28,0,0,0,0,0,0,0,0,0,0,Mainz 05,72461171,September-20-2024,2024-2025
Phillipp Mwene,DM,90,0,1,0,0,0,0,1,1,0,0,Mainz 05,72461171,September-20-2024,2024-2025
Nadiem Amiri,DM,34,0,0,0,0,2,1,0,0,2,0,Mainz 05,72461171,September-20-2024,2024-2025
Kaishu Sano,DM,90,0,0,0,0,0,0,1,0,0,1,Mainz 05,72461171,September-20-2024,2024-2025
Anthony Caci,DM,87,0,0,0,0,0,0,1,2,0,0,Mainz 05,72461171,September-20-2024,2024-2025
Silvan Widmer,"DF,MF",3,0,0,0,0,1,0,1,0,0,0,Mainz 05,72461171,September-20-2024,2024-2025
Andreas Hanche-Olsen,CB,90,0,0,0,0,1,0,0,0,3,1,Mainz 05,72461171,September-20-2024,2024-2025
Moritz Jenz,CB,90,0,0,0,0,0,0,0,1,0,0,Mainz 05,72461171,September-20-2024,2024-2025
Dominik Kohr,CB,90,0,0,0,0,1,0,1,0,0,3,Mainz 05,72461171,September-20-2024,2024-2025
Robin Zentner,GK,90,0,0,0,0,0,0,0,0,0,0,Mainz 05,72461171,September-20-2024,2024-2025
15 Players,,934,3,2,5,3,5,1,6,4,12,7,Mainz 05,72461171,September-20-2024,2024-2025
Deniz Undav,FW,90,0,0,5,1,0,0,0,0,2,0,Stuttgart,122852eb,October-6-2024,2024-2025
El Bilal Touré,FW,61,0,0,3,1,0,0,0,0,1,1,Stuttgart,122852eb,October-6-2024,2024-2025
Ermedin Demirović,"FW,MF",29,1,0,3,2,0,0,0,0,0,0,Stuttgart,122852eb,October-6-2024,2024-2025
Maximilian Mittelstädt,LM,90,0,0,3,1,1,0,4,0,1,2,Stuttgart,122852eb,October-6-2024,2024-2025
Angelo Stiller,CM,90,0,0,0,0,0,0,1,0,1,2,Stuttgart,122852eb,October-6-2024,2024-2025
Enzo Millot,CM,72,0,0,0,0,0,0,1,0,0,0,Stuttgart,122852eb,October-6-2024,2024-2025
Fabian Rieder,"FW,MF",18,0,0,0,0,0,0,1,0,0,1,Stuttgart,122852eb,October-6-2024,2024-2025
Atakan Karazor,CM,45,0,0,1,0,0,0,2,0,0,0,Stuttgart,122852eb,October-6-2024,2024-2025
Chris Führich,"FW,MF",45,0,0,0,0,0,0,0,0,0,0,Stuttgart,122852eb,October-6-2024,2024-2025
Jamie Leweling,RM,72,0,0,2,1,0,0,2,0,2,0,Stuttgart,122852eb,October-6-2024,2024-2025
Nick Woltemade,"FW,MF",18,0,0,1,0,0,0,0,0,0,0,Stuttgart,122852eb,October-6-2024,2024-2025
Julian Chabot,CB,90,0,0,0,0,0,0,1,2,2,0,Stuttgart,122852eb,October-6-2024,2024-2025
Anthony Rouault,CB,45,0,0,0,0,0,0,0,1,1,0,Stuttgart,122852eb,October-6-2024,2024-2025
Josha Vagnoman,"DF,MF",45,0,0,0,0,0,0,0,0,0,0,Stuttgart,122852eb,October-6-2024,2024-2025
Anrie Chase,CB,90,0,0,2,0,0,0,3,1,0,0,Stuttgart,122852eb,October-6-2024,2024-2025
Alexander Nübel,GK,90,0,0,0,0,0,0,0,0,0,0,Stuttgart,122852eb,October-6-2024,2024-2025
16 Players,,990,1,0,20,6,1,0,15,4,10,6,Stuttgart,122852eb,October-6-2024,2024-2025
Marius Bülter,FW,72,0,0,1,0,0,0,0,0,0,1,Hoffenheim,122852eb,October-6-2024,2024-2025
David Jurásek,"DF,MF",18,0,0,0,0,0,0,0,0,0,0,Hoffenheim,122852eb,October-6-2024,2024-2025
Adam Hložek,FW,62,0,0,3,2,0,0,0,0,0,2,Hoffenheim,122852eb,October-6-2024,2024-2025
Max Moerstedt,FW,28,0,0,1,1,0,0,0,0,1,0,Hoffenheim,122852eb,October-6-2024,2024-2025
Andrej Kramarić,AM,72,0,0,0,0,1,0,1,0,0,1,Hoffenheim,122852eb,October-6-2024,2024-2025
Haris Tabakovic,FW,18,0,0,0,0,0,0,0,0,1,0,Hoffenheim,122852eb,October-6-2024,2024-2025
Alexander Prass,DM,90,0,0,0,0,0,0,3,0,0,1,Hoffenheim,122852eb,October-6-2024,2024-2025
Florian Grillitsch,DM,90,0,0,0,0,1,0,0,1,1,1,Hoffenheim,122852eb,October-6-2024,2024-2025
Tom Bischof,DM,62,0,0,1,1,1,0,1,2,1,0,Hoffenheim,122852eb,October-6-2024,2024-2025
Umut Tohumcu,MF,28,0,0,0,0,0,0,0,0,1,0,Hoffenheim,122852eb,October-6-2024,2024-2025
Valentin Gendrey,DM,90,1,0,1,1,0,0,1,0,0,1,Hoffenheim,122852eb,October-6-2024,2024-2025
Tim Drexler,CB,14,0,0,0,0,0,0,0,0,0,0,Hoffenheim,122852eb,October-6-2024,2024-2025
Arthur Chaves,DF,76,0,0,0,0,1,0,2,1,0,1,Hoffenheim,122852eb,October-6-2024,2024-2025
Anton Stach,CB,90,0,0,0,0,0,0,1,4,0,2,Hoffenheim,122852eb,October-6-2024,2024-2025
Kevin Akpoguma,CB,90,0,0,0,0,0,0,0,2,2,0,Hoffenheim,122852eb,October-6-2024,2024-2025
Oliver Baumann,GK,90,0,0,0,0,0,0,0,0,0,0,Hoffenheim,122852eb,October-6-2024,2024-2025
16 Players,,990,1,0,7,5,4,0,9,10,7,10,Hoffenheim,122852eb,October-6-2024,2024-2025
Harry Kane,FW,90,3,0,6,4,0,0,0,0,0,1,Bayern Munich,797e3d3e,November-22-2024,2024-2025
Kingsley Coman,AM,75,0,0,3,1,0,0,1,0,0,0,Bayern Munich,797e3d3e,November-22-2024,2024-2025
Serge Gnabry,"FW,MF",15,0,0,1,0,0,0,0,0,1,0,Bayern Munich,797e3d3e,November-22-2024,2024-2025
Jamal Musiala,AM,87,0,0,10,6,0,0,2,1,0,1,Bayern Munich,797e3d3e,November-22-2024,2024-2025
Thomas Müller,"FW,MF",3,0,0,0,0,0,0,0,0,0,0,Bayern Munich,797e3d3e,November-22-2024,2024-2025
Michael Olise,AM,75,0,0,3,1,0,0,0,0,1,4,Bayern Munich,797e3d3e,November-22-2024,2024-2025
Leroy Sané,"FW,MF",15,0,0,0,0,0,0,0,0,0,0,Bayern Munich,797e3d3e,November-22-2024,2024-2025
Leon Goretzka,DM,90,0,1,3,1,0,0,1,0,3,1,Bayern Munich,797e3d3e,November-22-2024,2024-2025
Joshua Kimmich,DM,90,0,0,5,1,0,0,1,0,1,1,Bayern Munich,797e3d3e,November-22-2024,2024-2025
Alphonso Davies,LB,89,0,0,1,0,0,0,2,0,3,0,Bayern Munich,797e3d3e,November-22-2024,2024-2025
Sacha Boey,DF,1,0,0,0,0,0,0,0,0,0,0,Bayern Munich,797e3d3e,November-22-2024,2024-2025
Kim Min-jae,CB,90,0,0,0,0,0,0,1,2,0,0,Bayern Munich,797e3d3e,November-22-2024,2024-2025
Dayot Upamecano,CB,90,0,0,0,0,0,0,1,1,0,0,Bayern Munich,797e3d3e,November-22-2024,2024-2025
Raphaël Guerreiro,RB,75,0,0,1,0,0,0,0,0,0,0,Bayern Munich,797e3d3e,November-22-2024,2024-2025
Konrad Laimer,"DF,MF",15,0,0,0,0,0,0,0,0,0,0,Bayern Munich,797e3d3e,November-22-2024,2024-2025
Manuel Neuer,GK,90,0,0,0,0,0,0,0,0,0,0,Bayern Munich,797e3d3e,November-22-2024,2024-2025
16 Players,,990,3,1,33,14,0,0,9,4,9,8,Bayern Munich,797e3d3e,November-22-2024,2024-2025
Phillip Tietz,FW,68,0,0,0,0,0,0,0,0,0,0,Augsburg,797e3d3e,November-22-2024,2024-2025
Samuel Essende,FW,22,0,0,0,0,0,0,0,0,0,0,Augsburg,797e3d3e,November-22-2024,2024-2025
Alexis Claude-Maurice,FW,77,0,0,1,1,0,0,2,2,0,3,Augsburg,797e3d3e,November-22-2024,2024-2025
Ruben Vargas,"FW,MF",13,0,0,0,0,0,0,0,1,0,0,Augsburg,797e3d3e,November-22-2024,2024-2025
Dimitris Giannoulis,LM,37,0,0,0,0,0,0,0,1,1,0,Augsburg,797e3d3e,November-22-2024,2024-2025
Mads Pedersen,"DF,MF",53,0,0,0,0,0,0,1,1,2,0,Augsburg,797e3d3e,November-22-2024,2024-2025
Arne Maier,CM,68,0,0,0,0,0,0,0,0,0,0,Augsburg,797e3d3e,November-22-2024,2024-2025
Mert Kömür,MF,22,0,0,0,0,0,0,0,0,0,0,Augsburg,797e3d3e,November-22-2024,2024-2025
Frank Onyeka,CM,90,0,0,0,0,0,0,1,4,3,2,Augsburg,797e3d3e,November-22-2024,2024-2025
Elvis Rexhbeçaj,CM,90,0,0,0,0,0,0,1,2,0,3,Augsburg,797e3d3e,November-22-2024,2024-2025
